id,point_name,title,period_text,reward_rate_text,entry_required,detail_url,source_list_url,content_hash,created_at,updated_at
1,PayPayポイント,スギ薬局で最大全額戻ってくるPayPayスクラッチくじ,2026年3月3日（火）0:00～2026年3月29日（日）23:59,1等：100％（決済金額の100％相当）、2等：5％（決済金額の5％相当）、3等：0.5％（決済金額の0.5％相当） [付与上限] 100,000ポイント／回・期間,0,https://paypay.ne.jp/event/sugi-20260303/,https://paypay.ne.jp/event/,effb195e2ab7101643054483833bc764668e346c97253f6b36071da4207e79d8,2026-03-15 02:47:47,2026-03-15 02:51:52
2,PayPayポイント,カインズで最大全額戻ってくるPayPayスクラッチくじ,2026年3月11日（水）6:00～2026年3月24日（火）23:59,1等：100％、2等：5％、3等：0.5％（付与上限100,000ポイント／回・期間）,0,https://paypay.ne.jp/event/cainz-20260311/,https://paypay.ne.jp/event/,ca822bd22a7e3fe7901e613df0fb5b2081d9456f042e4064c680cfad1680a11a,2026-03-15 02:47:48,2026-03-15 02:47:48
3,PayPayポイント,PayPayであなたの街を応援しよう！いろんな街でキャンペーン開催！,NULL,NULL,0,https://paypay.ne.jp/event/support-local,https://paypay.ne.jp/event/,22a7dfc71807adbe61280f653a5f915f8781ca4517af1128378824202d11d16d,2026-03-15 02:47:49,2026-03-15 02:47:49
4,PayPayポイント,PayPayクレジット紹介プログラム,2026/3/3（火）〜 3/30（月）,紹介で500ポイント（最大5,000ポイント）,1,https://paypay.ne.jp/event/referral-20260303/,https://paypay.ne.jp/event/,18dafc86a0c351fa53b39407fb6b1cc9f3ecd9b78275469b9458860276828422,2026-03-15 02:47:49,2026-03-15 02:51:53
5,PayPayポイント,PayPayスクラッチくじ - キャッシュレス決済のPayPay,2026/3/3（火）〜3/30（月）,くじで当たると 付与上限：10万ポイント／回および期間,1,https://paypay.ne.jp/event/matsuri202603-paypay-scratch/,https://paypay.ne.jp/event/,1bde88ba9755aa0670b92a5c455144bbf3da61aa8814d26647c53a16bd2b5ec3,2026-03-15 02:47:52,2026-03-15 02:51:58
6,PayPayポイント,＜12〜18歳の方＞PayPay残高へのチャージ＆お支払いでPayPayポイントが最大2％上乗せでもらえるキャンペーン,2026/3/3（火）〜 終了日未定,最大2％上乗せ（1〜2％のPayPayポイント付与、付与上限：チャージ方法ごとに100ポイント／月）,0,https://paypay.ne.jp/event/charge-pay-youth-20260303/,https://paypay.ne.jp/event/,bec99703a99d3a57f563140edd787ec0cdc505286235a85896328cada4a97cc8,2026-03-15 02:47:54,2026-03-15 02:52:00
7,PayPayポイント,大賀BibicaアプリからPayPayで支払うと最大15％戻ってくるキャンペーン,2026年3月1日（日）8:00～2026年4月30日（木）23:59,最大15％還元（上限500ポイント／回および期間）,0,https://paypay.ne.jp/event/ohga-20260301/,https://paypay.ne.jp/event/,1ba99cb60f5e6954418e4f7ea040443ea7f25fd0bb526ce4c3dd13cf878a2cbe,2026-03-15 02:47:56,2026-03-15 02:52:04
8,PayPayポイント,超PayPay祭X（Twitter）キャンペーン,2026年3月13日（金）〜2026年3月20日（金）23:59,抽選で1万ポイントを10名様にプレゼント,1,https://paypay.ne.jp/event/xcp-paypay-matsuri-20260226/,https://paypay.ne.jp/event/,dc629ef5cea30c5f21609aefb0cc72bbe563cfbee2fa19c80228693538146961,2026-03-15 02:47:59,2026-03-15 02:52:06
9,PayPayポイント,PayPay U18応援プロジェクト,3月24日に開始予定（終了日未定）,最大2％上乗せ,0,https://paypay.ne.jp/event/youth-20260303/,https://paypay.ne.jp/event/,7b9b7a2725f1283ef88d985dffb4dd4822883376f352a6775d505ac4636ef98e,2026-03-15 02:48:00,2026-03-15 02:52:00
10,PayPayポイント,本人確認で100ポイントもらえるキャンペーン,2026/2/5（木）～5/31（日）,100ポイント,1,https://paypay.ne.jp/event/ekyc-20260129/,https://paypay.ne.jp/event/,ee2caeca0498e05ecc597221f2349bb99c6944b3d51f050ebcb643f8b85c2964,2026-03-15 02:48:03,2026-03-15 02:52:07
